Asset Name;Model;Model No.;Category;Manufacturer;Serial;Purchased;Location;Checked Out;Type;Username;Status;Created At;Updated at;Notes;MAC Adress;Type utilisation;Propriété SI;Propriété;Date fin garantie
039P-MPOULIN-01;Latitude;3510;Portable;DELL INC.;GMGFZ93;3/25/2021 0:00;039 - Louis-Saint-Laurent;Maxime Poulin Simard;user;mpoulinsimard;Déployable (deployed);4/13/2021 14:14;8/22/2023 4:16;mise a jour du nom et de la date d'achat par script;34:73:5A:D6:B9:88;Enseignant;;;
023P-PROF-018;Latitude;3510;Portable;DELL INC.;BSCFZ93;3/25/2021 0:00;023 - Crifa;Marcelo Donoso;user;mdonoso;Distribué (deployed);4/13/2021 14:14;12/19/2023 4:16;mise a jour du nom et de la date d'achat par script;34:73:5A:D6:E2:6A;Enseignant;;023 - CRIFA;
005P-TECHSC-002;Latitude;3510;Portable;DELL INC.;GFJFZ93;3/25/2021 0:00;005 - La Frontaliere;Maude Lizotte;user;mlizotte;Déployable (deployed);4/13/2021 14:14;9/8/2021 15:39;mise a jour du nom et de la date d'achat par script;n\a;Autre personnel scolaire;;005 - La Frontalière;
005P-TECHSC-001;Latitude;3510;Portable;DELL INC.;7SCFZ93;3/25/2021 0:00;005 - La Frontaliere;Josée Lemieux;user;jolemieux;Déployable (deployed);4/13/2021 14:14;6/22/2023 10:25;mise a jour du nom et de la date d'achat par script;n\a;Autre personnel scolaire;;005 - La Frontalière;
013P-MADD-001;Latitude;3510;Portable;DELL INC.;3SCFZ93;3/25/2021 0:00;013 - CEA - Coaticook;Dannie Madore;user;dmadore;Déployable (deployed);4/13/2021 14:14;2/11/2022 15:20;mise a jour du nom et de la date d'achat par script;n\a;Enseignant;Oui;;
041P-BELC-002;Latitude;3520;Portable;DELL INC.;CXDFZ93;3/25/2021 0:00;041 - Monseigneur-Durand;Chantal Bélanger;user;cbelanger;Déployable (deployed);4/13/2021 14:14;8/16/2023 15:29;mise a jour du nom et de la date d'achat par script;n\a;Enseignant;;Service Informatique;
027P-PROF-SPELL;Latitude;3510;Portable;DELL INC.;GSCFZ93;3/25/2021 0:00;041 - Monseigneur-Durand;Sandra Pelletier;user;sapelletier;Distribué (deployed);4/13/2021 14:14;6/27/2023 13:50;mise a jour du nom et de la date d'achat par script;n\a;Enseignant;;Service Informatique;
037P-103-001;Latitude;3510;Portable;DELL INC.;GRCFZ93;3/25/2021 0:00;037 - Sainte-Edwige;Jessica Favreau;user;jfavreau;Distribué (deployed);4/13/2021 14:14;6/29/2022 15:00;mise a jour du nom et de la date d'achat par script;n\a;Enseignant;;Service Informatique;
037P-DUPE-001;Latitude;3510;Portable;DELL INC.;90FFZ93;3/25/2021 0:00;097 - Entrepot Centre Coaticook;;;;Retiré (archived);4/13/2021 14:14;8/16/2023 8:53;mise a jour du nom et de la date d'achat par script;n\a;;;;
027P-PROF-004;Latitude;3510;Portable;DELL INC.;FXDFZ93;3/25/2021 0:00;027 - Sacre-Coeur ;Sylvie La Belle;user;slabelle;Déployable (deployed);4/13/2021 14:14;6/27/2023 13:48;mise a jour du nom et de la date d'achat par script;n\a;Enseignant;;Service Informatique;
030P-PROF-001;Latitude;3510;Portable;DELL INC.;8YDFZ93;3/25/2021 0:00;030 - Saint-Luc;Diane Mercier;user;dmercier;Distribué (deployed);4/13/2021 14:14;9/20/2021 8:18;mise a jour du nom et de la date d'achat par script;34:73:5A:D6:C7:00;Enseignant;;;
027P-PROF-007;Latitude;3510;Portable;DELL INC.;41FFZ93;3/25/2021 0:00;027 - Sacre-Coeur ;Manon Larochelle;user;mlarochelle;Distribué (deployed);4/13/2021 14:14;6/27/2023 13:49;mise a jour du nom et de la date d'achat par script;34:73:5A:D6:B9:30;Enseignant;;Service Informatique;
027P-PROF-006;Latitude;3510;Portable;DELL INC.;B2FFZ93;3/25/2021 0:00;027 - Sacre-Coeur ;Annie Garneau;user;agarneau;Distribué (deployed);4/13/2021 14:14;6/27/2023 13:49;mise a jour du nom et de la date d'achat par script;34:73:5A:D6:C7:9E;Enseignant;;Service Informatique;
027P-PROF-008;Latitude;3510;Portable;DELL INC.;3GJFZ93;3/25/2021 0:00;027 - Sacre-Coeur ;Maryse Guay;user;mguay;Distribué (deployed);4/13/2021 14:14;6/27/2023 13:49;mise a jour du nom et de la date d'achat par script;34:73:5A:D6:BC:A2;Enseignant;;Service Informatique;
027P-PROF-VLA;Latitude;3510;Portable;DELL INC.;4TCFZ93;3/25/2021 0:00;027 - Sacre-Coeur ;Vanessa Lacroix;user;vlacroix;Distribué (deployed);4/13/2021 14:14;6/27/2023 13:51;mise a jour du nom et de la date d'achat par script;34:73:5A:D6:BB:68;Enseignant;;Service Informatique;
027P-PROF-005;Latitude;3510;Portable;DELL INC.;7XDFZ93;3/25/2021 0:00;027 - Sacre-Coeur ;Martine Landry;user;mlandry;Déployable (deployed);4/13/2021 14:14;6/27/2023 13:48;mise a jour du nom et de la date d'achat par script;n\a;Enseignant;;Service Informatique;
027P-PROF-002;Latitude;3510;Portable;DELL INC.;JSCFZ93;3/25/2021 0:00;039 - Louis-Saint-Laurent;Joanie Doyon;user;jodoyon;Déployable (deployed);4/13/2021 14:14;6/27/2023 13:47;mise a jour du nom et de la date d'achat par script;n\a;Enseignant;;Service Informatique;
027P-PROF-009;Latitude;3510;Portable;DELL INC.;HRCFZ93;3/25/2021 0:00;027 - Sacre-Coeur ;Julie Bernard;user;jbernard;Distribué (deployed);4/13/2021 14:14;6/27/2023 13:50;mise a jour du nom et de la date d'achat par script;34:73:5A:D6:BA:E0;Enseignant;;Service Informatique;
027P-PROF-003;Latitude;3510;Portable;DELL INC.;5XDFZ93;3/25/2021 0:00;027 - Sacre-Coeur ;Dominique Roy;user;droy;Distribué (deployed);4/13/2021 14:14;6/27/2023 13:46;mise a jour du nom et de la date d'achat par script;34:73:5A:D6:B4:FC;Enseignant;;Service Informatique;
027P-PROF-010;Latitude;3510;Portable;DELL INC.;3MJFZ93;3/25/2021 0:00;027 - Sacre-Coeur ;Louis-Georges Perron;user;lgperron;Distribué (deployed);4/13/2021 14:14;6/27/2023 13:50;mise a jour du nom et de la date d'achat par script;34:73:5A:D6:BA:D8;Enseignant;;Service Informatique;
"006I-VERO;iPad;""	iPad (8th generation Wi-Fi)"";iPAD;Apple;H96FH6UAQ1GG;;;;;;Distribué (deployable);4/13/2021 15:19;4/13/2021 15:19;ajouté par script php;;Autres - Appareils de classe;;006 - Polyvalente Montignac;"
;;;;;;;;;;;;;;;;;;;;
041P-SEC-001;Latitude;3510;Portable;DELL INC.;J1V9663;10/29/2020 0:00;041 - Monseigneur-Durand;Marie Drolet;user;mdrolet;Distribué (deployed);4/15/2021 13:37;9/8/2021 15:40;mise a jour du nom et de la date d'achat par script;8C:47:BE:58:AF:41;Enseignant;;Service Informatique;
051P-SDOSTIE;Latitude;3510;Portable;DELL INC.;35HFZ93;3/25/2021 0:00;051 - Saint-Camille;Sylvain Dostie;user;sdostie;Distribué (deployed);4/16/2021 9:33;9/8/2021 15:32;mise a jour du nom et de la date d'achat par script;;Enseignant;;051 - Saint-Camille;
;;;;;;;;;;;;;;;;;;;;
051P-JROUSSEAU;Latitude;3510;Portable;DELL INC.;J0FFZ93;3/25/2021 0:00;051 - Saint-Camille;Julie Rousseau;user;jrousseau;Distribué (deployed);4/16/2021 9:33;9/8/2021 15:46;mise a jour du nom et de la date d'achat par script;;Enseignant;;051 - Saint-Camille;
;;;;;;;;;;;;;;;;;;;;
039P-AMPRO-001;Latitude;3510;Portable;DELL INC.;G6HFZ93;3/25/2021 0:00;039 - Louis-Saint-Laurent;Anne-Marie Provencher;user;amprovencher;Distribué (deployed);4/16/2021 10:19;12/19/2022 15:19;modifie PC par TS;34-73-5A-D7-76-E8;Enseignant;;Service Informatique;
051P-NPELCHAT;Latitude;3510;Portable;DELL INC.;CSCFZ93;3/25/2021 0:00;051 - Saint-Camille;Nathalie Pelchat;user;npelchat;Distribué (deployed);4/16/2021 10:19;9/8/2021 15:40;mise a jour du nom et de la date d'achat par script;;Enseignant;;051 - Saint-Camille;
;;;;;;;;;;;;;;;;;;;;
051P-BBEGIN;Latitude;3510;Portable;DELL INC.;67HFZ93;3/25/2021 0:00;051 - Saint-Camille;Bianca Bégin;user;bbegin;Distribué (deployed);4/16/2021 10:19;9/8/2021 15:55;mise a jour du nom et de la date d'achat par script;;Enseignant;;051 - Saint-Camille;
;;;;;;;;;;;;;;;;;;;;
047P-HBUREAU;Latitude;3510;Portable;DELL INC.;DMGFZ93;3/25/2021 0:00;Utilisateurs Inactifs;Hélène Bureau;user;hbureau;Distribué (deployed);4/16/2021 13:42;10/7/2023 4:18;mise a jour du nom et de la date d'achat par script;;Enseignant;;Service Informatique;
;;;;;;;;;;;;;;;;;;;;
047P-VDUBOIS;Latitude;3510;Portable;DELL INC.;B6HFZ93;3/25/2021 0:00;047 - Du Parchemin (Cote Couvent);Véronique Dubois;user;vdubois;Distribué (deployed);4/16/2021 13:42;2/11/2022 15:07;mise a jour du nom et de la date d'achat par script;;Enseignant;;Service Informatique;
;;;;;;;;;;;;;;;;;;;;
047P-MLAMY;Latitude;3510;Portable;DELL INC.;BPJFZ93;3/25/2021 0:00;047 - Du Parchemin (Cote Couvent);Manon Lamy;user;mlamy;Distribué (deployed);4/16/2021 13:42;11/8/2023 4:16;mise a jour du nom et de la date d'achat par script;;Enseignant;;Service Informatique;
;;;;;;;;;;;;;;;;;;;;
048P-LCORNISH;Latitude;3510;Portable;DELL INC.;77HFZ93;3/25/2021 0:00;047 - Du Parchemin (Cote Couvent);;;;Distribué (deployable);4/16/2021 13:42;9/8/2021 15:36;mise a jour du nom et de la date d'achat par script;;;;;
063A-FLAROCHE;Latitude;3510;Portable;DELL INC.;D6HFZ93;3/25/2021 0:00;055 - Saint-Paul;Francis Larochelle;user;flarochelle;Déployable Déployé (deployed);4/16/2021 13:42;9/14/2022 14:43;modifie PC par TS 2021;34-73-5A-D6-EE-9C;;;;
048P-VALAIN;Latitude;3510;Portable;DELL INC.;G5HFZ93;3/25/2021 0:00;048 - Du Parchemin (Cote College);Vicky Alain;user;valain;Distribué (deployed);4/19/2021 9:30;9/8/2021 15:54;mise a jour du nom et de la date d'achat par script;;Enseignant;;Service Informatique;
;;;;;;;;;;;;;;;;;;;;
048P-CBOISVERT;Latitude;3510;Portable;DELL INC.;5SCFZ93;3/25/2021 0:00;048 - Du Parchemin (Cote College);Mélanie Boulay;user;mboulay;Distribué (deployed);4/19/2021 9:30;6/22/2023 10:12;mise a jour du nom et de la date d'achat par script;;TES;;;
048P-ADESPRE;Latitude;3510;Portable;DELL INC.;76HFZ93;3/25/2021 0:00;;;;;Distribué (deployable);4/19/2021 9:30;9/8/2021 15:41;mise a jour du nom et de la date d'achat par script;;Enseignant;;Service Informatique;
;;;;;;;;;;;;;;;;;;;;
048P-CBOUCHER;Latitude;3510;Portable;DELL INC.;H6HFZ93;3/25/2021 0:00;048 - Du Parchemin (Cote College);Carole Boucher;user;cboucher;Distribué (deployed);4/19/2021 9:30;9/8/2021 15:44;mise a jour du nom et de la date d'achat par script;;Enseignant;;Service Informatique;
;;;;;;;;;;;;;;;;;;;;
047P-NPPOIRIER;Latitude;3510;Portable;DELL INC.;CVCFZ93;3/25/2021 0:00;055 - Saint-Paul;Stéphanie Dufour;user;sdufour;Déployable (deployed);4/19/2021 14:23;8/19/2023 4:17;mise a jour du nom et de la date d'achat par script;;Enseignant;;Service Informatique;
;;;;;;;;;;;;;;;;;;;;
023P-TOS-001;Latitude;3510;Portable;DELL INC.;JGV9663;10/29/2020 0:00;023 - Crifa;Andie Fournier;user;anfournier;Déployable (deployed);4/20/2021 8:23;1/26/2022 10:03;mise a jour du nom et de la date d'achat par script;;Autre personnel scolaire;;023 - CRIFA;
;;;;;;;;;;;;;;;;;;;;
"006i-PN2021;iPad;""	iPad (8th generation Wi-Fi)"";iPAD;Apple;GG7FHG3CQ1GG;;006 - Polyvalente Montignac;;;;Distribué (deployable);4/20/2021 14:19;3/31/2023 15:12;ajouté par script php;;;;006 - Polyvalente Montignac;"
"074i-LAB-18;iPad;""	iPad (8th generation Wi-Fi)"";iPAD;Apple;GG7FHG6XQ1GG;;074 - Notre-Dame-de-Fatima;074 - Notre-Dame-de-Fatima;location;;Distribué (deployed);4/20/2021 14:19;6/14/2021 9:26;modification iPad par script;;Lab Chariot / Mobile;;;"
"074i-LAB-19;iPad;""	iPad (8th generation Wi-Fi)"";iPAD;Apple;GG7FHGNKQ1GG;;074 - Notre-Dame-de-Fatima;074 - Notre-Dame-de-Fatima;location;;Distribué (deployed);4/20/2021 14:19;6/14/2021 9:27;modification iPad par script;;Lab Chariot / Mobile;;;"
"074i-LAB-20;iPad;""	iPad (8th generation Wi-Fi)"";iPAD;Apple;GG7FHGJQQ1GG;;074 - Notre-Dame-de-Fatima;074 - Notre-Dame-de-Fatima;location;;Distribué (deployed);4/20/2021 14:19;6/14/2021 9:27;modification iPad par script;;Lab Chariot / Mobile;;;"
"074i-LAB-21;iPad;""	iPad (8th generation Wi-Fi)"";iPAD;Apple;GG7FHGHFQ1GG;;074 - Notre-Dame-de-Fatima;074 - Notre-Dame-de-Fatima;location;;Distribué (deployed);4/20/2021 14:19;6/14/2021 9:27;modification iPad par script;;Lab Chariot / Mobile;;;"
"074i-LAB-22;iPad;""	iPad (8th generation Wi-Fi)"";iPAD;Apple;GG7FHGB8Q1GG;;074 - Notre-Dame-de-Fatima;074 - Notre-Dame-de-Fatima;location;;Distribué (deployed);4/20/2021 14:19;6/14/2021 9:27;modification iPad par script;;Lab Chariot / Mobile;;;"
"074i-LAB-23;iPad;""	iPad (8th generation Wi-Fi)"";iPAD;Apple;GG7FHBCQQ1GG;;074 - Notre-Dame-de-Fatima;074 - Notre-Dame-de-Fatima;location;;Distribué (deployed);4/20/2021 14:19;6/14/2021 9:27;modification iPad par script;;Lab Chariot / Mobile;;;"
"074i-LAB-24;iPad;""	iPad (8th generation Wi-Fi)"";iPAD;Apple;GG7FHFJUQ1GG;;074 - Notre-Dame-de-Fatima;074 - Notre-Dame-de-Fatima;location;;Distribué (deployed);4/20/2021 14:19;6/14/2021 9:27;modification iPad par script;;Lab Chariot / Mobile;;;"
"088i-lab-03;iPad;""	iPad (8th generation Wi-Fi)"";iPAD;Apple;GG7FHAFJQ1GG;;088 - De Saint-Romain;088 - De Saint-Romain;location;;Distribué (deployed);4/20/2021 14:19;6/14/2021 9:25;modification iPad par script;;Lab Chariot / Mobile;;;"
"088i-lab-04;iPad;""	iPad (8th generation Wi-Fi)"";iPAD;Apple;GG7FHFSYQ1GG;;088 - De Saint-Romain;088 - De Saint-Romain;location;;Distribué (deployed);4/20/2021 14:19;6/14/2021 9:25;modification iPad par script;;Lab Chariot / Mobile;;;"
"089i-LAB-02;iPad;""	iPad (8th generation Wi-Fi)"";iPAD;Apple;GG7FHHX7Q1GG;;089 - De la Rose-des-Vents;089 - De la Rose-des-Vents;location;;Distribué (deployed);4/20/2021 14:19;6/14/2021 10:50;modification iPad par script;;Lab Chariot / Mobile;;;"
"089i-LAB-03;iPad;""	iPad (8th generation Wi-Fi)"";iPAD;Apple;GG7FHGVBQ1GG;;089 - De la Rose-des-Vents;089 - De la Rose-des-Vents;location;;Distribué (deployed);4/20/2021 14:19;6/14/2021 10:50;modification iPad par script;;Lab Chariot / Mobile;;;"
"089i-LAB-04;iPad;""	iPad (8th generation Wi-Fi)"";iPAD;Apple;GG7FHGTZQ1GG;;089 - De la Rose-des-Vents;089 - De la Rose-des-Vents;location;;Distribué (deployed);4/20/2021 14:19;6/14/2021 10:51;modification iPad par script;;Lab Chariot / Mobile;;;"
MIFI-CSSHC-320;MIFI;7000;Modem LTE;Novatel;014911005268869;;099 - Entrepot Centre East-Angus;Covid-21-22315 LTE (Covid-21-22315 LTE) - Carte Sim;asset;;Distribué (deployed);4/21/2021 13:15;1/6/2022 11:39;ajouté par script php;;Élève-Covid;;Service Informatique;
Covid 320 LTE;Carte Sim;;Carte Sim;N/A;8912230102158483101;;099 - Entrepot Centre East-Angus;;;;Distribué (deployable);4/21/2021 13:15;12/17/2021 13:27;ajouté par script php;;;;;
MIFI-CSSHC-319;MIFI;7000;Modem LTE;Novatel;014911005268703;;051 - Saint-Camille;Covid-21-22324 LTE (8912230000433113784) - Carte Sim;asset;;Distribué (deployed);4/21/2021 13:15;1/10/2022 8:37;ajouté par script php;;Élève-Covid;;Service Informatique;
Covid 319 LTE;Carte Sim;;Carte Sim;N/A;8912230102158483119;;099 - Entrepot Centre East-Angus;;;;Distribué (deployable);4/21/2021 13:15;12/17/2021 13:29;ajouté par script php;;;;;
MIFI-CSSHC-318;MIFI;7000;Modem LTE;Novatel;014911005267663;;098 - Entrepot Centre Lac-Megantic;;;;Déployable (deployable);4/21/2021 13:21;1/6/2022 10:42;ajouté par script php;;;;;
";;Élève-Covid;;Service Informatique"";;;;;;;;;;;;;;;;;;;"
Covid 318 LTE;Carte Sim;;Carte Sim;N/A;8912230102158483127;;007 - Entrepot Louis St-Laurent;MIFI-CSSHC-318 (014911005267663) - MIFI;asset;;Distribué (deployed);4/21/2021 13:21;4/21/2021 13:25;ajouté par script php;;;;;
MIFI-CSSHC-317;MIFI;7000;Modem LTE;Novatel;014911005267697;;005 - La Frontaliere;005 - La Frontaliere;location;;Déployable (deployed);4/21/2021 13:21;1/11/2022 11:06;ajouté par script php;;Élève-Covid;;Service Informatique;
Covid 317 LTE;Carte Sim;;Carte Sim;N/A;8912230102158483135;;099 - Entrepot Centre East-Angus;;;;Distribué (deployable);4/21/2021 13:21;12/8/2021 15:38;ajouté par script php;;;;;
MIFI-CSSHC-316;MIFI;7000;Modem LTE;Novatel;014911005269537;;098 - Entrepot Centre Lac-Megantic;;;;Déployable (deployable);4/21/2021 13:21;1/6/2022 10:42;ajouté par script php;;Élève-Covid;;Service Informatique;
Covid 316 LTE;Carte Sim;;Carte Sim;N/A;8912230102158483143;;007 - Entrepot Louis St-Laurent;MIFI-CSSHC-316 (014911005269537) - MIFI;asset;;Distribué (deployed);4/21/2021 13:21;4/21/2021 13:24;ajouté par script php;;;;;
011P-CBERGERON;Latitude;3510;Portable;DELL INC.;6BV6Y93;3/10/2021 0:00;011 - CEA - East Angus;Claude Bergeron;user;clbergeron;Distribué (deployed);4/21/2021 14:41;9/8/2021 15:32;mise a jour du nom et de la date d'achat par script;;Enseignant;;Service Informatique;
;;;;;;;;;;;;;;;;;;;;
058P-MALAUGER;Latitude;3510;Portable;DELL INC.;71FFZ93;3/25/2021 0:00;039 - Louis-Saint-Laurent;Marie-Andrée Leclerc-Auger;user;maleclercauger;Déployable (deployed);4/21/2021 14:44;8/17/2022 4:18;mise a jour du nom et de la date d'achat par script;;Enseignant;;;
055P-CROBERT;Latitude;3510;Portable;DELL INC.;46HFZ93;3/25/2021 0:00;047 - Du Parchemin (Cote Couvent);Cathy Robert;user;crobert;Déployable Déployé (deployed);4/21/2021 14:44;8/23/2022 10:31;mise a jour du nom et de la date d'achat par script;;;;;
063P-MEMICHAUD;Latitude;3510;Portable;DELL INC.;45HFZ93;3/25/2021 0:00;063 - Notre-Dame-de-Lorette;Marie-Ève Michaud;user;memichaud;Distribué (deployed);4/21/2021 14:44;1/24/2024 10:15;modifie PC par TS;B0-7B-25-45-F6-84;;;;
011P-CMILKY;Latitude;3510;Portable;DELL INC.;8BV6Y93;3/10/2021 0:00;Utilisateurs Inactifs;César Satiro Dos Santos;user;csatirodossantos;Distribué (deployed);4/22/2021 13:07;10/7/2023 4:17;mise a jour du nom et de la date d'achat par script;;Enseignant;;;
058P-NROYER;Latitude;3510;Portable;DELL INC.;DSCFZ93;3/25/2021 0:00;058 - Des Trois-Cantons;Nadia Royer;user;nroyer;Distribué (deployed);4/22/2021 14:16;11/8/2021 10:41;mise a jour du nom et de la date d'achat par script;;Enseignant;;;
;Pixel;4a 5G;Cellulaire;Google;0A131JECB19355;;097 - Centre de Service de Coaticook ;André Porlier;user;aporlier;Distribué (deployed);4/23/2021 10:02;4/23/2021 10:02;;;Personnel administratif - Centre de service;;Service Informatique;
068P-ALASNIER;Latitude;3510;Portable;DELL INC.;37HFZ93;3/25/2021 0:00;068 - Notre-Dame-du-Sacre-Coeur;Andréanne Lasnier;user;alasnier;Distribué (deployed);4/23/2021 10:37;9/8/2021 15:35;mise a jour du nom et de la date d'achat par script;;Enseignant;;Service Informatique;
;;;;;;;;;;;;;;;;;;;;
074P-SDG-101;Latitude;3510;Portable;DELL INC.;62441B3;4/19/2021 0:00;074 - Notre-Dame-de-Fatima;Sandra Jacques;user;sjacques;Distribué (deployed);4/23/2021 13:46;9/8/2021 15:49;mise a jour du nom et de la date d'achat par script;34:73:5A:E9:36:4D;Service de Garde;;074 - Notre-Dame-de-Fatima;
;;;;;;;;;;;;;;;;;;;;
074P-SDG-102;Latitude;3510;Portable;DELL INC.;99441B3;4/19/2021 0:00;074 - Notre-Dame-de-Fatima;;;;Distribué (deployable);4/23/2021 13:46;2/29/2024 12:32;mise a jour du nom et de la date d'achat par script;34:73:5A:E9:3E:C3;Service de Garde;;074 - Notre-Dame-de-Fatima;
;;;;;;;;;;;;;;;;;;;;
074P-SDG-103;Latitude;3510;Portable;DELL INC.;5G441B3;4/19/2021 0:00;074 - Notre-Dame-de-Fatima;Fresia Vicencio;user;fvicencio;Distribué (deployed);4/23/2021 13:46;6/22/2023 10:13;mise a jour du nom et de la date d'achat par script;34:73:5A:E9:37:C1;Service de Garde;;074 - Notre-Dame-de-Fatima;
;;;;;;;;;;;;;;;;;;;;
067P-NBOULANGER;Latitude;3510;Portable;DELL INC.;55HFZ93;3/25/2021 0:00;067 - Notre-Dame-du-Paradis;Nadia Boulanger;user;nadboulanger;Distribué (deployed);4/26/2021 9:29;2/11/2022 15:05;mise a jour du nom et de la date d'achat par script;34-73-5A-D6-BA-A8;Enseignant;;Service Informatique;
;;;;;;;;;;;;;;;;;;;;
067P-ABOUCHER;Latitude;3510;Portable;DELL INC.;95HFZ93;3/25/2021 0:00;067 - Notre-Dame-du-Paradis;Anick Boucher;user;aboucher;Distribué (deployed);4/26/2021 9:49;2/11/2022 15:16;mise a jour du nom et de la date d'achat par script;;Enseignant;;Service Informatique;
;;;;;;;;;;;;;;;;;;;;
067P-PRODNEY;Latitude;3510;Portable;DELL INC.;27HFZ93;3/25/2021 0:00;067 - Notre-Dame-du-Paradis;Patricia Rodney;user;prodney;Distribué (deployed);4/26/2021 10:08;12/5/2023 15:04;modifie PC par TS;34-73-5A-D6-A6-FC;;;;
068P-MPELOQUIN;Latitude;3510;Portable;DELL INC.;75HFZ93;3/25/2021 0:00;068 - Notre-Dame-du-Sacre-Coeur;Marie-Ève Péloquin;user;mepeloquin;Distribué (deployed);4/27/2021 8:36;9/8/2021 15:40;mise a jour du nom et de la date d'achat par script;;Enseignant;;Service Informatique;
;;;;;;;;;;;;;;;;;;;;
068P-RLEGER;Latitude;3510;Portable;DELL INC.;57HFZ93;3/25/2021 0:00;058 - Des Trois-Cantons;Raphaël Léger;user;rleger;Distribué (deployed);4/27/2021 8:54;8/18/2022 4:17;mise a jour du nom et de la date d'achat par script;;Enseignant;;Service Informatique;
;;;;;;;;;;;;;;;;;;;;
067P-CFAUTEUX;Latitude;3510;Portable;DELL INC.;20FFZ93;3/25/2021 0:00;067 - Notre-Dame-du-Paradis;Cynthia Fauteux;user;cfauteux;Distribué (deployed);4/27/2021 9:04;8/29/2023 11:28;mise a jour du nom et de la date d'achat par script;;Enseignant;;;
027S-DIR-CB;Surface Pro;7;Portable;Microsoft Corporotion;033280501753;;097 - Entrepot Centre Coaticook;;;;Retiré (archived);4/28/2021 9:26;9/29/2023 15:10;mise a jour du nom et de la date d'achat par script;;Direction;;Service Informatique;
;;;;;;;;;;;;;;;;;;;;
MIFI-CSSHC-151;MIFI;7000;Modem LTE;Novatel;014911005269768;;098 - Entrepot Centre Lac-Megantic;;;;Déployable (deployable);5/4/2021 15:35;5/4/2021 15:35;ajouté par script php;;Élève-Covid;;Service Informatique;
MIFI-CSSHC-152;MIFI;7000;Modem LTE;Novatel;014911005271178;;098 - Entrepot Centre Lac-Megantic;;;;Déployable (deployable);5/4/2021 15:35;5/4/2021 15:35;ajouté par script php;;Élève-Covid;;Service Informatique;
MIFI-CSSHC-153;MIFI;7000;Modem LTE;Novatel;014911005270139;;098 - Entrepot Centre Lac-Megantic;;;;Déployable (deployable);5/4/2021 15:35;5/4/2021 15:35;ajouté par script php;;Élève-Covid;;Service Informatique;
MIFI-CSSHC-154;MIFI;7000;Modem LTE;Novatel;014911005271384;;098 - Entrepot Centre Lac-Megantic;;;;Déployable (deployable);5/4/2021 15:35;5/4/2021 15:35;ajouté par script php;;Élève-Covid;;Service Informatique;
MIFI-CSSHC-155;MIFI;7000;Modem LTE;Novatel;014911005269792;;098 - Entrepot Centre Lac-Megantic;;;;Déployable (deployable);5/4/2021 15:35;5/4/2021 15:35;ajouté par script php;;Élève-Covid;;Service Informatique;
MIFI-CSSHC-156;MIFI;7000;Modem LTE;Novatel;014911005270121;;098 - Entrepot Centre Lac-Megantic;;;;Déployable (deployable);5/4/2021 15:35;5/4/2021 15:35;ajouté par script php;;Élève-Covid;;Service Informatique;
MIFI-CSSHC-157;MIFI;7000;Modem LTE;Novatel;014911005269875;;098 - Entrepot Centre Lac-Megantic;;;;Déployable (deployable);5/4/2021 15:35;5/4/2021 15:35;ajouté par script php;;Élève-Covid;;Service Informatique;
MIFI-CSSHC-158;MIFI;7000;Modem LTE;Novatel;014911005269933;;098 - Entrepot Centre Lac-Megantic;;;;Déployable (deployable);5/4/2021 15:35;5/4/2021 15:35;ajouté par script php;;Élève-Covid;;Service Informatique;
MIFI-CSSHC-159;MIFI;7000;Modem LTE;Novatel;014911005271558;;098 - Entrepot Centre Lac-Megantic;;;;Déployable (deployable);5/4/2021 15:35;5/4/2021 15:35;ajouté par script php;;Élève-Covid;;Service Informatique;
MIFI-CSSHC-160;MIFI;7000;Modem LTE;Novatel;014911005269693;;098 - Entrepot Centre Lac-Megantic;;;;Déployable (deployable);5/4/2021 15:35;5/4/2021 15:35;ajouté par script php;;Élève-Covid;;Service Informatique;
MIFI-CSSHC-161;MIFI;7000;Modem LTE;Novatel;014911005269651;;098 - Entrepot Centre Lac-Megantic;;;;Déployable (deployable);5/4/2021 15:35;5/4/2021 15:35;ajouté par script php;;Élève-Covid;;Service Informatique;
MIFI-CSSHC-162;MIFI;7000;Modem LTE;Novatel;014911005269941;;098 - Entrepot Centre Lac-Megantic;;;;Déployable (deployable);5/4/2021 15:35;5/4/2021 15:35;ajouté par script php;;Élève-Covid;;Service Informatique;
MIFI-CSSHC-163;MIFI;7000;Modem LTE;Novatel;014911005270030;;098 - Entrepot Centre Lac-Megantic;;;;Déployable (deployable);5/4/2021 15:35;5/4/2021 15:35;ajouté par script php;;Élève-Covid;;Service Informatique;
MIFI-CSSHC-164;MIFI;7000;Modem LTE;Novatel;014911005270907;;098 - Entrepot Centre Lac-Megantic;;;;Déployable (deployable);5/4/2021 15:35;5/4/2021 15:35;ajouté par script php;;Élève-Covid;;Service Informatique;
MIFI-CSSHC-165;MIFI;7000;Modem LTE;Novatel;014911005269990;;098 - Entrepot Centre Lac-Megantic;;;;Déployable (deployable);5/4/2021 15:35;5/4/2021 15:35;ajouté par script php;;Élève-Covid;;Service Informatique;
MIFI-CSSHC-166;MIFI;7000;Modem LTE;Novatel;014911005269669;;098 - Entrepot Centre Lac-Megantic;;;;Déployable (deployable);5/4/2021 15:35;5/4/2021 15:35;ajouté par script php;;Élève-Covid;;Service Informatique;
